,emissions_mean,emissions_std,duration_mean,duration_std,gpu_energy_mean,gpu_energy_std
743,1.4411568115582098e-05,8.583178795815891e-06,1.3980827635998139,0.04865462345657341,2.5725076135599268e-05,8.966557108855155e-07
744,1.3967528575758648e-05,5.927040731978779e-06,1.0546531730000424,0.3067485422759789,1.8912404018806005e-05,6.224087924637388e-06
745,4.030816479486301e-05,1.5808681187655363e-05,2.935685884600389,0.7922394610339627,5.5355377617608e-05,1.5817070808716757e-05
746,1.7280180459632833e-05,1.0082389641764848e-05,1.7078538345998822,0.19853592160595737,3.2557581601588836e-05,4.0071451486624094e-06
747,0.00012319729952095878,7.906296757103887e-05,9.57838361819995,6.093575520021677,0.00018460725879677694,0.00011847072752887561
748,2.0149806281753548e-05,4.458256237193121e-06,1.5432596998005466,0.17752671092027467,2.8117689160800376e-05,3.6312335794847265e-06
749,4.775564329121251e-05,3.5500441349745944e-05,3.4609730032003427,2.2598418472555766,6.538938564479844e-05,4.435554015804785e-05
750,1.7273423012458434e-05,1.1502638010163717e-05,1.595415626999602,0.24178995014392712,2.93848012856035e-05,4.967134243509792e-06
751,1.724479860323726e-05,2.7217460235618872e-06,1.3102471089998289,0.11459646956405038,2.4467852907603117e-05,2.0510316760227048e-06
752,1.5867572673246585e-05,5.100882750374389e-06,1.2275059389998204,0.3102626438531316,2.233590675759789e-05,6.39843542272851e-06
753,6.654723032856221e-05,4.2432027466877964e-05,6.377122168999632,3.408625278456186,0.00012236270900119444,6.627424620517239e-05
754,1.7856956923423354e-05,2.97825174351268e-06,1.3624827321997146,0.1274852840485636,2.5274131330396687e-05,2.437731872864292e-06
755,1.5965773490920284e-05,3.877665756315288e-06,1.2257188035997388,0.14146087428713455,2.2156851058793835e-05,3.333867593461654e-06
756,2.2372575454863972e-05,1.0125853032100001e-05,1.6510181781995925,0.5409423479973406,3.076391350000096e-05,1.0259328016287478e-05
757,2.8669438109280726e-05,3.58443825138489e-05,2.0273226285997223,2.2878527601448595,3.7781808003176475e-05,4.392112618733065e-05
758,1.3699352772138148e-05,2.7273669531505358e-06,1.0633206808000977,0.04037665414519407,1.8846292854798885e-05,6.324104565825502e-07
759,7.720204208405271e-05,0.00010253318641688527,5.426034762400013,6.928024232765812,0.00010419875002558063,0.00013436297272925198
760,2.609853492948503e-05,1.3448191091703414e-05,2.26116826619982,1.870845801444942,4.2118978139594405e-05,3.630509716243733e-05
761,1.3999930308020135e-05,8.362772104345429e-06,1.0500299475992505,0.4882016804361168,1.9022181884403855e-05,9.352166305667359e-06
